"FISH_NUMBER","DATE_CAPTURED","SPECIES","SHIP_FL","SHIP_SL","SHIP_TL","SHIP_ML","SHIP_WT","OTOLITH","CWT_AGE","GONAD_WT","FIN_CL","SEX","SAMPLE","COMMENTS","TEMPORARY_TAG"
"BCSI-2019125-BR01-NA-002","Sunday, Oct 6, 2019","SABLEFISH",244,"","","",126,"","","","","","","",""
"BCSI-2019125-BR01-NA-003","Sunday, Oct 6, 2019","SABLEFISH",235,"","","",121,"","","","","","","",""
"BCSI-2019125-BR01-124-001","Sunday, Oct 6, 2019","CHINOOK",194,"","","",91,"CK-1-D3","","","","","W","",""
"BCSI-2019125-BR01-124-002","Sunday, Oct 6, 2019","CHINOOK",219,"","","",125,"CK-1-D4","","","","","W","",""
"BCSI-2019125-BR01-124-003","Sunday, Oct 6, 2019","CHINOOK",225,"","","",144,"CK-1-D5","","","","","W","",""
"BCSI-2019125-BR01-124-004","Sunday, Oct 6, 2019","CHINOOK",214,"","","",125,"CK-1-D6","","","","","W","",""
"BCSI-2019125-BR01-124-005","Sunday, Oct 6, 2019","CHINOOK",226,"","","",144,"CK-1-D7","","","","","W","",""
"BCSI-2019125-BR01-124-006","Sunday, Oct 6, 2019","CHINOOK",204,"","","",105,"CK-1-D8","","","","","M","",""
"BCSI-2019125-BR01-124-007","Sunday, Oct 6, 2019","CHINOOK",224,"","","",133,"CK-1-D9","","","","","M","",""
"BCSI-2019125-BR01-124-008","Sunday, Oct 6, 2019","CHINOOK",216,"","","",128,"CK-1-D10","","","","","M","",""
"BCSI-2019125-BR01-124-009","Sunday, Oct 6, 2019","CHINOOK",203,"","","",109,"CK-1-D11","","","","","M","",""
"BCSI-2019125-BR01-124-010","Sunday, Oct 6, 2019","CHINOOK",216,"","","",122,"CK-1-D12","","","","","M","",""
"BCSI-2019125-BR01-124-011","Sunday, Oct 6, 2019","CHINOOK",216,"","","",127,"","","","AD","","","",""
"BCSI-2019125-BR01-124-012","Sunday, Oct 6, 2019","CHINOOK",188,"","","",86,"","","","AD","","","",""
"BCSI-2019125-BR01-124-013","Sunday, Oct 6, 2019","CHINOOK",180,"","","",88,"","","","","","","",""
"BCSI-2019125-BR01-124-014","Sunday, Oct 6, 2019","CHINOOK",203,"","","",105,"","","","","","","",""
"BCSI-2019125-BR01-124-015","Sunday, Oct 6, 2019","CHINOOK",198,"","","",87,"","","","","","","",""
"BCSI-2019125-BR01-124-016","Sunday, Oct 6, 2019","CHINOOK",176,"","","",67,"","","","","","","",""
"BCSI-2019125-BR01-124-017","Sunday, Oct 6, 2019","CHINOOK",185,"","","",76,"","","","","","","",""
"BCSI-2019125-BR01-124-018","Sunday, Oct 6, 2019","CHINOOK",210,"","","",106,"","","","","","","",""
"BCSI-2019125-BR01-124-019","Sunday, Oct 6, 2019","CHINOOK",237,"","","",166,"","","","","","","",""
"BCSI-2019125-BR01-124-020","Sunday, Oct 6, 2019","CHINOOK",176,"","","",67,"","","","","","","",""
"BCSI-2019125-BR01-124-021","Sunday, Oct 6, 2019","CHINOOK",158,"","","",48,"","","","","","","",""
"BCSI-2019125-BR01-124-022","Sunday, Oct 6, 2019","CHINOOK",189,"","","",88,"","","","","","","",""
"BCSI-2019125-BR01-124-023","Sunday, Oct 6, 2019","CHINOOK",182,"","","",76,"","","","","","","",""
"BCSI-2019125-BR01-NA-001","Sunday, Oct 6, 2019","CHINOOK ADULT",340,"","","",700,"CK-1-E1","","","","","M","",""
"BCSI-2019125-BR02-124-001","Sunday, Oct 6, 2019","CHINOOK",219,"","","",135,"CK-1-E2","","","","","W","",""
"BCSI-2019125-BR03-124-001","Sunday, Oct 6, 2019","CHINOOK",189,"","","",69,"CK-1-E3","","","","","W","",""
"BCSI-2019125-BR03-124-002","Sunday, Oct 6, 2019","CHINOOK",200,"","","",95,"CK-1-E4","","","","","W","",""
"BCSI-2019125-BR03-124-003","Sunday, Oct 6, 2019","CHINOOK",172,"","","",58,"CK-1-E5","","","","","W","",""
"BCSI-2019125-BR03-124-004","Sunday, Oct 6, 2019","CHINOOK",255,"","","",217,"CK-1-E6","","","","","M","",""
"BCSI-2019125-BR03-124-005","Sunday, Oct 6, 2019","CHINOOK",181,"","","",73,"CK-1-E7","","","","","W","",""
"BCSI-2019125-BR03-124-006","Sunday, Oct 6, 2019","CHINOOK",150,"","","",41,"CK-1-E8","","","","","W","",""
"BCSI-2019125-BR03-124-007","Sunday, Oct 6, 2019","CHINOOK",185,"","","",76,"CK-1-E9","","","","","M","CAPRILLIDS",""
"BCSI-2019125-BR03-124-008","Sunday, Oct 6, 2019","CHINOOK",149,"","","",41,"CK-1-E10","","","","","M","",""
"BCSI-2019125-BR03-112-001","Sunday, Oct 6, 2019","CHUM",184,"","","",70,"CM-2-C01","","","","","W","",""
"BCSI-2019125-BR03-112-002","Sunday, Oct 6, 2019","CHUM",200,"","","",86,"CM-2-C02","","","","","W","",""
"BCSI-2019125-BR03-112-003","Sunday, Oct 6, 2019","CHUM",193,"","","",74,"CM-2-C03","","","","","W","",""
"BCSI-2019125-BR03-112-004","Sunday, Oct 6, 2019","CHUM",227,"","","",124,"CM-2-C04","","","","","W","",""
"BCSI-2019125-BR03-112-005","Sunday, Oct 6, 2019","CHUM",203,"","","",94,"CM-2-C05","","","","","W","",""
"BCSI-2019125-BR03-112-006","Sunday, Oct 6, 2019","CHUM",197,"","","",83,"CM-2-C06","","","","","M","",""
"BCSI-2019125-BR03-112-007","Sunday, Oct 6, 2019","CHUM",189,"","","",80,"CM-2-C07","","","","","M","",""
"BCSI-2019125-BR03-112-008","Sunday, Oct 6, 2019","CHUM",183,"","","",66,"CM-2-C08","","","","","M","",""
"BCSI-2019125-BR03-112-009","Sunday, Oct 6, 2019","CHUM",214,"","","",108,"CM-2-C09","","","","","M","",""
"BCSI-2019125-BR03-112-010","Sunday, Oct 6, 2019","CHUM",183,"","","",67,"CM-2-C10","","","","","M","",""
"BCSI-2019125-BR03-112-011","Sunday, Oct 6, 2019","CHUM",195,"","","",87,"","","","","","","",""
"BCSI-2019125-BR04-112-001","Monday, Oct 7, 2019","CHUM",197,"","","",77,"CM-2-C11","","","","","W","",""
"BCSI-2019125-BR04-112-002","Monday, Oct 7, 2019","CHUM",205,"","","",93,"CM-2-C12","","","","","W","",""
"BCSI-2019125-BR04-112-003","Monday, Oct 7, 2019","CHUM",186,"","","",62,"CM-2-D1","","","","","W","",""
"BCSI-2019125-BR04-112-004","Monday, Oct 7, 2019","CHUM",196,"","","",73,"CM-2-D2","","","","","W","",""
"BCSI-2019125-BR04-112-005","Monday, Oct 7, 2019","CHUM",183,"","","",60,"CM-2-D3","","","","","W","",""
"BCSI-2019125-BR04-112-006","Monday, Oct 7, 2019","CHUM",194,"","","",71,"CM-2-D4","","","","","M","",""
"BCSI-2019125-BR04-112-007","Monday, Oct 7, 2019","CHUM",191,"","","",71,"CM-2-D5","","","","","M","",""
"BCSI-2019125-BR04-112-008","Monday, Oct 7, 2019","CHUM",182,"","","",60,"CM-2-D6","","","","","M","",""
"BCSI-2019125-BR04-112-009","Monday, Oct 7, 2019","CHUM",215,"","","",102,"CM-2-D7","","","","","M","",""
"BCSI-2019125-BR04-112-010","Monday, Oct 7, 2019","CHUM",209,"","","",103,"CM-2-D8","","","","","M","",""
"BCSI-2019125-BR04-112-011","Monday, Oct 7, 2019","CHUM",197,"","","",76,"","","","","","","",""
"BCSI-2019125-BR04-112-012","Monday, Oct 7, 2019","CHUM",185,"","","",63,"","","","","","","",""
"BCSI-2019125-BR04-112-013","Monday, Oct 7, 2019","CHUM",178,"","","",56,"","","","","","","",""
"BCSI-2019125-BR04-112-014","Monday, Oct 7, 2019","CHUM",206,"","","",90,"","","","","","","",""
"BCSI-2019125-BR04-112-015","Monday, Oct 7, 2019","CHUM",198,"","","",71,"","","","","","","",""
"BCSI-2019125-BR04-124-001","Monday, Oct 7, 2019","CHINOOK",242,"","","",171,"CK-1-E11","","","","","W","",""
"BCSI-2019125-BR04-NA-001","Monday, Oct 7, 2019","FRIED EGG JELLY",350,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR04-NA-001","Monday, Oct 7, 2019","LIONS MANE",510,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR04-NA-002","Monday, Oct 7, 2019","LIONS MANE",420,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR04-NA-001","Monday, Oct 7, 2019","MOON JELLY",210,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR05-NA-001","Monday, Oct 7, 2019","HERRING",102,"","","",11,"","","","","","","",""
"BCSI-2019125-BR05-NA-001","Monday, Oct 7, 2019","LIONS MANE",580,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR05-NA-002","Monday, Oct 7, 2019","LIONS MANE",590,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR05-NA-003","Monday, Oct 7, 2019","LIONS MANE",420,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR05-NA-004","Monday, Oct 7, 2019","LIONS MANE",650,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR05-NA-005","Monday, Oct 7, 2019","LIONS MANE",560,"","","",NA,"","","","","","","",""
"BCSI-2019125-BR05-NA-006","Monday, Oct 7, 2019","LIONS MANE",330,"","","",NA,"","","","","","","",""
"BCSI-2019125-KI01-NA-001","Monday, Oct 7, 2019","STARRY FLOUNDER",400,"","","",863,"","","","","","","RELEASED ALIVE",""
"BCSI-2019125-KI02-124-001","Monday, Oct 7, 2019","CHINOOK",205,"","","",108,"CK-1-E12","","","","","W","",""
"BCSI-2019125-KI02-124-002","Monday, Oct 7, 2019","CHINOOK",208,"","","",109,"CK-1-F1","","","","","W","",""
"BCSI-2019125-KI02-124-003","Monday, Oct 7, 2019","CHINOOK",159,"","","",45,"CK-1-F2","","","","","W","",""
"BCSI-2019125-KI02-124-004","Monday, Oct 7, 2019","CHINOOK",143,"","","",32,"CK-1-F3","","","","","W","",""
"BCSI-2019125-KI02-124-005","Monday, Oct 7, 2019","CHINOOK",143,"","","",32,"CK-1-F4","","","","","W","",""
"BCSI-2019125-KI02-NA-001","Monday, Oct 7, 2019","WALLEYE POLLOCK",106,"","","",9,"","","","","","W","",""
"BCSI-2019125-KI02-NA-001","Monday, Oct 7, 2019","STARRY FLOUNDER",510,"","","",1550,"","","","","","M","",""
