"FISH_NUMBER","DATE_CAPTURED","SPECIES","SHIP_FL","SHIP_SL","SHIP_TL","SHIP_ML","SHIP_WT","OTOLITH","CWT_AGE","GONAD_WT","FIN_CL","SEX","SAMPLE","COMMENTS","TEMPORARY_TAG"
"BCSI-2019125-QCSD03-NA-019","Thursday, Oct 3, 2019","OPALESCENT SQUID",15,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-020","Thursday, Oct 3, 2019","OPALESCENT SQUID",14,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-021","Thursday, Oct 3, 2019","OPALESCENT SQUID",35,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-022","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-023","Thursday, Oct 3, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-024","Thursday, Oct 3, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-025","Thursday, Oct 3, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-026","Thursday, Oct 3, 2019","OPALESCENT SQUID",16,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-027","Thursday, Oct 3, 2019","OPALESCENT SQUID",38,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-028","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-029","Thursday, Oct 3, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-030","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-112-001","Thursday, Oct 3, 2019","CHUM",206,"","","",101,"CM-1-F7","","","","","W","",""
"BCSI-2019125-QCSD03-NA-001","Thursday, Oct 3, 2019","SABLEFISH",256,"","","",158,"","","","","","","",""
"BCSI-2019125-RI01-112-001","Thursday, Oct 3, 2019","CHUM",231,"","","",135,"CM-1-F8","","","","","W","",""
"BCSI-2019125-RI01-112-002","Thursday, Oct 3, 2019","CHUM",216,"","","",108,"CM-1-F9","","","","","W","",""
"BCSI-2019125-RI01-112-003","Thursday, Oct 3, 2019","CHUM",240,"","","",162,"CM-1-F10","","","","","W","",""
"BCSI-2019125-RI01-112-004","Thursday, Oct 3, 2019","CHUM",235,"","","",149,"CM-1-F11","","","","","W","",""
"BCSI-2019125-RI01-112-005","Thursday, Oct 3, 2019","CHUM",247,"","","",170,"CM-1-F12","","","","","W","",""
"BCSI-2019125-RI01-112-006","Thursday, Oct 3, 2019","CHUM",234,"","","",152,"CM-1-G1","","","","","W","",""
"BCSI-2019125-RI01-112-007","Thursday, Oct 3, 2019","CHUM",232,"","","",147,"CM-1-G2","","","","","W","",""
"BCSI-2019125-RI01-112-008","Thursday, Oct 3, 2019","CHUM",246,"","","",186,"CM-1-G3","","","","","W","",""
"BCSI-2019125-RI01-112-009","Thursday, Oct 3, 2019","CHUM",226,"","","",128,"CM-1-G4","","","","","W","",""
"BCSI-2019125-RI01-112-010","Thursday, Oct 3, 2019","CHUM",234,"","","",152,"CM-1-G5","","","","","W","",""
"BCSI-2019125-RI01-112-011","Thursday, Oct 3, 2019","CHUM",236,"","","",152,"","","","","","","",""
"BCSI-2019125-RI01-112-012","Thursday, Oct 3, 2019","CHUM",247,"","","",171,"","","","","","","",""
"BCSI-2019125-RI01-112-013","Thursday, Oct 3, 2019","CHUM",229,"","","",151,"","","","","","","",""
"BCSI-2019125-RI01-112-014","Thursday, Oct 3, 2019","CHUM",259,"","","",202,"","","","","","","",""
"BCSI-2019125-RI01-112-015","Thursday, Oct 3, 2019","CHUM",239,"","","",154,"","","","","","","",""
"BCSI-2019125-RI01-112-016","Thursday, Oct 3, 2019","CHUM",250,"","","",186,"","","","","","","",""
"BCSI-2019125-RI01-112-017","Thursday, Oct 3, 2019","CHUM",223,"","","",145,"","","","","","","",""
"BCSI-2019125-RI01-112-018","Thursday, Oct 3, 2019","CHUM",253,"","","",190,"","","","","","","",""
"BCSI-2019125-RI01-112-019","Thursday, Oct 3, 2019","CHUM",230,"","","",148,"","","","","","","",""
"BCSI-2019125-RI01-112-020","Thursday, Oct 3, 2019","CHUM",232,"","","",143,"","","","","","","",""
"BCSI-2019125-RI01-112-021","Thursday, Oct 3, 2019","CHUM",240,"","","",176,"","","","","","","",""
"BCSI-2019125-RI01-112-022","Thursday, Oct 3, 2019","CHUM",241,"","","",176,"","","","","","","",""
"BCSI-2019125-RI01-112-023","Thursday, Oct 3, 2019","CHUM",240,"","","",167,"","","","","","","",""
"BCSI-2019125-RI01-112-024","Thursday, Oct 3, 2019","CHUM",258,"","","",198,"","","","","","","",""
"BCSI-2019125-RI01-112-025","Thursday, Oct 3, 2019","CHUM",215,"","","",114,"","","","","","","",""
"BCSI-2019125-RI01-112-026","Thursday, Oct 3, 2019","CHUM",218,"","","",109,"","","","","","","",""
"BCSI-2019125-RI01-112-027","Thursday, Oct 3, 2019","CHUM",209,"","","",106,"","","","","","","",""
"BCSI-2019125-RI01-112-028","Thursday, Oct 3, 2019","CHUM",234,"","","",147,"","","","","","","",""
"BCSI-2019125-RI01-112-029","Thursday, Oct 3, 2019","CHUM",230,"","","",145,"","","","","","","",""
"BCSI-2019125-RI01-112-030","Thursday, Oct 3, 2019","CHUM",225,"","","",130,"","","","","","","",""
"BCSI-2019125-RI01-115-001","Thursday, Oct 3, 2019","COHO",279,"","","",278,"CO-1-A11","","","","","M","",""
"BCSI-2019125-RI01-115-002","Thursday, Oct 3, 2019","COHO",271,"","","",221,"CO-1-A12","","","","","M","",""
"BCSI-2019125-RI01-115-003","Thursday, Oct 3, 2019","COHO",271,"","","",239,"CO-1-B1","","","","","M","",""
"BCSI-2019125-RI01-NA-001","Thursday, Oct 3, 2019","HERRING",212,"","","",112,"","","","","","W","",""
"BCSI-2019125-RI01-NA-002","Thursday, Oct 3, 2019","HERRING",135,"","","",77,"","","","","","W","",""
"BCSI-2019125-RI01-NA-001","Thursday, Oct 3, 2019","SABLEFISH",240,"","","",121,"","","","","","W","",""
"BCSI-2019125-RI01-NA-002","Thursday, Oct 3, 2019","SABLEFISH",226,"","","",104,"","","","","","W","",""
"BCSI-2019125-RI01-NA-003","Thursday, Oct 3, 2019","SABLEFISH",223,"","","",100,"","","","","","W","",""
"BCSI-2019125-RI01-124-001","Thursday, Oct 3, 2019","CHINOOK",264,"","","",239,"CK-1-C7","","","","","M","",""
"BCSI-2019125-RI01-108-001","Thursday, Oct 3, 2019","PINK",220,"","","",119,"PK-1-F11","","","","","W","ZOEA",""
"BCSI-2019125-RI01-108-002","Thursday, Oct 3, 2019","PINK",208,"","","",95,"PK-1-F12","","","","","W","ZOEA",""
"BCSI-2019125-RI01-108-003","Thursday, Oct 3, 2019","PINK",213,"","","",93,"PK-1-G1","","","","","W","",""
"BCSI-2019125-RI01-108-004","Thursday, Oct 3, 2019","PINK",217,"","","",107,"PK-1-G2","","","","","W","ZOEA",""
"BCSI-2019125-RI01-108-005","Thursday, Oct 3, 2019","PINK",222,"","","",109,"PK-1-G3","","","","","W","ZOEA",""
"BCSI-2019125-RI01-108-006","Thursday, Oct 3, 2019","PINK",234,"","","",124,"PK-1-G4","","","","","M","",""
"BCSI-2019125-RI01-108-007","Thursday, Oct 3, 2019","PINK",222,"","","",117,"PK-1-G5","","","","","M","",""
"BCSI-2019125-RI01-108-008","Thursday, Oct 3, 2019","PINK",228,"","","",134,"PK-1-G6","","","","","M","",""
"BCSI-2019125-RI01-108-009","Thursday, Oct 3, 2019","PINK",219,"","","",109,"PK-1-G7","","","","","M","",""
"BCSI-2019125-RI01-108-010","Thursday, Oct 3, 2019","PINK",188,"","","",74,"PK-1-G8","","","","","M","ZOEA",""
"BCSI-2019125-RI01-108-011","Thursday, Oct 3, 2019","PINK",222,"","","",109,"","","","","","","",""
"BCSI-2019125-RI01-108-012","Thursday, Oct 3, 2019","PINK",227,"","","",122,"","","","","","","",""
"BCSI-2019125-RI01-108-013","Thursday, Oct 3, 2019","PINK",210,"","","",96,"","","","","","","",""
"BCSI-2019125-RI01-108-014","Thursday, Oct 3, 2019","PINK",214,"","","",110,"","","","","","","",""
"BCSI-2019125-RI01-108-015","Thursday, Oct 3, 2019","PINK",203,"","","",96,"","","","","","","",""
"BCSI-2019125-RI01-108-016","Thursday, Oct 3, 2019","PINK",212,"","","",105,"","","","","","","",""
"BCSI-2019125-RI01-108-017","Thursday, Oct 3, 2019","PINK",217,"","","",103,"","","","","","","",""
"BCSI-2019125-RI01-108-018","Thursday, Oct 3, 2019","PINK",203,"","","",92,"","","","","","","",""
"BCSI-2019125-RI01-108-019","Thursday, Oct 3, 2019","PINK",238,"","","",151,"","","","","","","",""
"BCSI-2019125-RI01-108-020","Thursday, Oct 3, 2019","PINK",219,"","","",115,"","","","","","","",""
"BCSI-2019125-RI01-108-021","Thursday, Oct 3, 2019","PINK",213,"","","",99,"","","","","","","",""
"BCSI-2019125-T01-124-001","Friday, Oct 4, 2019","CHINOOK",243,"","","",163,"CK-1-C8","","","AD","","W","",""
"BCSI-2019125-T01-NA-001","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",7,"","","","","","W","",""
"BCSI-2019125-T01-NA-002","Friday, Oct 4, 2019","OPALESCENT SQUID",71,"","","",10,"","","","","","W","",""
"BCSI-2019125-T01-NA-003","Friday, Oct 4, 2019","OPALESCENT SQUID",70,"","","",9,"","","","","","W","",""
"BCSI-2019125-T01-NA-004","Friday, Oct 4, 2019","OPALESCENT SQUID",74,"","","",11,"","","","","","W","",""
"BCSI-2019125-T01-NA-005","Friday, Oct 4, 2019","OPALESCENT SQUID",75,"","","",10,"","","","","","W","",""
"BCSI-2019125-T01-NA-006","Friday, Oct 4, 2019","OPALESCENT SQUID",94,"","","",17,"","","","","","W","",""
"BCSI-2019125-T01-NA-007","Friday, Oct 4, 2019","OPALESCENT SQUID",71,"","","",10,"","","","","","W","",""
"BCSI-2019125-T01-NA-008","Friday, Oct 4, 2019","OPALESCENT SQUID",67,"","","",10,"","","","","","W","",""
"BCSI-2019125-T01-NA-009","Friday, Oct 4, 2019","OPALESCENT SQUID",71,"","","",11,"","","","","","W","",""
"BCSI-2019125-T01-NA-010","Friday, Oct 4, 2019","OPALESCENT SQUID",67,"","","",10,"","","","","","W","",""
"BCSI-2019125-T01-NA-011","Friday, Oct 4, 2019","OPALESCENT SQUID",46,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-012","Friday, Oct 4, 2019","OPALESCENT SQUID",57,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-013","Friday, Oct 4, 2019","OPALESCENT SQUID",60,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-014","Friday, Oct 4, 2019","OPALESCENT SQUID",39,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-015","Friday, Oct 4, 2019","OPALESCENT SQUID",65,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-016","Friday, Oct 4, 2019","OPALESCENT SQUID",45,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-017","Friday, Oct 4, 2019","OPALESCENT SQUID",18,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-018","Friday, Oct 4, 2019","OPALESCENT SQUID",50,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-019","Friday, Oct 4, 2019","OPALESCENT SQUID",53,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-020","Friday, Oct 4, 2019","OPALESCENT SQUID",58,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-021","Friday, Oct 4, 2019","OPALESCENT SQUID",38,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-022","Friday, Oct 4, 2019","OPALESCENT SQUID",59,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-023","Friday, Oct 4, 2019","OPALESCENT SQUID",40,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-024","Friday, Oct 4, 2019","OPALESCENT SQUID",50,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-025","Friday, Oct 4, 2019","OPALESCENT SQUID",42,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-026","Friday, Oct 4, 2019","OPALESCENT SQUID",51,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-027","Friday, Oct 4, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-028","Friday, Oct 4, 2019","OPALESCENT SQUID",53,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-029","Friday, Oct 4, 2019","OPALESCENT SQUID",47,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-NA-030","Friday, Oct 4, 2019","OPALESCENT SQUID",42,"","","",NA,"","","","","","","",""
"BCSI-2019125-T01-112-001","Friday, Oct 4, 2019","CHUM",768,"","","",5600,"CM-1-G6","","","","M","M","",""
"BCSI-2019125-T01-NA-001","Friday, Oct 4, 2019","LIONS MANE",420,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T02-112-001","Friday, Oct 4, 2019","CHUM",257,"","","",193,"CM-1-G7","","","","","W","",""
"BCSI-2019125-T02-112-002","Friday, Oct 4, 2019","CHUM",217,"","","",115,"CM-1-G8","","","","","W","",""
"BCSI-2019125-T02-112-003","Friday, Oct 4, 2019","CHUM",211,"","","",102,"CM-1-G9","","","","","W","",""
"BCSI-2019125-T02-108-001","Friday, Oct 4, 2019","PINK",188,"","","",69,"PK-1-G9","","","","","W","",""
"BCSI-2019125-T02-108-002","Friday, Oct 4, 2019","PINK",197,"","","",80,"PK-1-G10","","","","","W","",""
"BCSI-2019125-T02-108-003","Friday, Oct 4, 2019","PINK",182,"","","",62,"PK-1-G11","","","","","W","",""
"BCSI-2019125-T02-108-004","Friday, Oct 4, 2019","PINK",207,"","","",92,"PK-1-G12","","","","","W","",""
"BCSI-2019125-T02-108-005","Friday, Oct 4, 2019","PINK",167,"","","",49,"PK-1-H1","","","","","W","",""
"BCSI-2019125-T02-108-006","Friday, Oct 4, 2019","PINK",225,"","","",120,"PK-1-H2","","","","","M","",""
"BCSI-2019125-T02-108-007","Friday, Oct 4, 2019","PINK",151,"","","",37,"PK-1-H3","","","","","M","",""
"BCSI-2019125-T02-108-008","Friday, Oct 4, 2019","PINK",159,"","","",39,"PK-1-H4","","","","","M","",""
"BCSI-2019125-T02-108-009","Friday, Oct 4, 2019","PINK",157,"","","",38,"PK-1-H5","","","","","M","",""
"BCSI-2019125-T02-108-010","Friday, Oct 4, 2019","PINK",226,"","","",116,"PK-1-H6","","","","","M","",""
"BCSI-2019125-T02-118-001","Friday, Oct 4, 2019","SOCKEYE",180,"","","",58,"SE-1-C4","","","","","W","BLOOD 358",""
"BCSI-2019125-T02-118-002","Friday, Oct 4, 2019","SOCKEYE",142,"","","",28,"SE-1-C5","","","","","W","BLOOD 359",""
"BCSI-2019125-T02-118-003","Friday, Oct 4, 2019","SOCKEYE",166,"","","",46,"SE-1-C6","","","","","W","BLOOD 360",""
"BCSI-2019125-T02-118-004","Friday, Oct 4, 2019","SOCKEYE",159,"","","",42,"SE-1-C7","","","","","W","BLOOD 361",""
"BCSI-2019125-T02-118-005","Friday, Oct 4, 2019","SOCKEYE",171,"","","",54,"SE-1-C8","","","","","W","BLOOD 362",""
"BCSI-2019125-T02-118-006","Friday, Oct 4, 2019","SOCKEYE",157,"","","",39,"SE-1-C9","","","","","M","BLOOD 363",""
"BCSI-2019125-T02-118-007","Friday, Oct 4, 2019","SOCKEYE",102,"","","",42,"SE-1-C10","","","","","M","BLOOD 364",""
"BCSI-2019125-T02-NA-001","Friday, Oct 4, 2019","SABLEFISH",240,"","","",130,"","","","","","W","",""
"BCSI-2019125-T02-NA-002","Friday, Oct 4, 2019","SABLEFISH",237,"","","",123,"","","","","","W","",""
"BCSI-2019125-T02-NA-003","Friday, Oct 4, 2019","SABLEFISH",218,"","","",110,"","","","","","W","",""
"BCSI-2019125-T02-NA-004","Friday, Oct 4, 2019","SABLEFISH",221,"","","",88,"","","","","","W","",""
"BCSI-2019125-T02-NA-005","Friday, Oct 4, 2019","SABLEFISH",240,"","","",131,"","","","","","W","",""
"BCSI-2019125-T02-NA-006","Friday, Oct 4, 2019","SABLEFISH",229,"","","",107,"","","","","","M","",""
"BCSI-2019125-T02-NA-007","Friday, Oct 4, 2019","SABLEFISH",236,"","","",121,"","","","","","M","",""
"BCSI-2019125-T02-NA-008","Friday, Oct 4, 2019","SABLEFISH",227,"","","",109,"","","","","","M","",""
"BCSI-2019125-T02-NA-009","Friday, Oct 4, 2019","SABLEFISH",214,"","","",91,"","","","","","M","",""
"BCSI-2019125-T02-NA-010","Friday, Oct 4, 2019","SABLEFISH",222,"","","",97,"","","","","","M","",""
"BCSI-2019125-T02-NA-011","Friday, Oct 4, 2019","SABLEFISH",238,"","","",131,"","","","","","","",""
"BCSI-2019125-T02-NA-012","Friday, Oct 4, 2019","SABLEFISH",226,"","","",103,"","","","","","","",""
"BCSI-2019125-T02-NA-013","Friday, Oct 4, 2019","SABLEFISH",245,"","","",139,"","","","","","","",""
"BCSI-2019125-T02-NA-014","Friday, Oct 4, 2019","SABLEFISH",240,"","","",125,"","","","","","","",""
"BCSI-2019125-T02-NA-015","Friday, Oct 4, 2019","SABLEFISH",236,"","","",129,"","","","","","","",""
"BCSI-2019125-T02-NA-016","Friday, Oct 4, 2019","SABLEFISH",223,"","","",106,"","","","","","","",""
"BCSI-2019125-T02-NA-017","Friday, Oct 4, 2019","SABLEFISH",239,"","","",122,"","","","","","","",""
"BCSI-2019125-T02-NA-018","Friday, Oct 4, 2019","SABLEFISH",234,"","","",116,"","","","","","","",""
"BCSI-2019125-T02-NA-019","Friday, Oct 4, 2019","SABLEFISH",235,"","","",121,"","","","","","","",""
"BCSI-2019125-T02-NA-020","Friday, Oct 4, 2019","SABLEFISH",228,"","","",108,"","","","","","","",""
"BCSI-2019125-T02-NA-021","Friday, Oct 4, 2019","SABLEFISH",221,"","","",97,"","","","","","","",""
"BCSI-2019125-T02-NA-022","Friday, Oct 4, 2019","SABLEFISH",223,"","","",98,"","","","","","","",""
"BCSI-2019125-T02-NA-023","Friday, Oct 4, 2019","SABLEFISH",239,"","","",126,"","","","","","","",""
"BCSI-2019125-T02-NA-024","Friday, Oct 4, 2019","SABLEFISH",248,"","","",160,"","","","","","","",""
"BCSI-2019125-T02-NA-025","Friday, Oct 4, 2019","SABLEFISH",228,"","","",112,"","","","","","","",""
"BCSI-2019125-T02-NA-026","Friday, Oct 4, 2019","SABLEFISH",222,"","","",93,"","","","","","","",""
"BCSI-2019125-T02-NA-027","Friday, Oct 4, 2019","SABLEFISH",246,"","","",130,"","","","","","","",""
"BCSI-2019125-T02-NA-028","Friday, Oct 4, 2019","SABLEFISH",229,"","","",118,"","","","","","","",""
"BCSI-2019125-T02-NA-029","Friday, Oct 4, 2019","SABLEFISH",228,"","","",102,"","","","","","","",""
"BCSI-2019125-T02-NA-030","Friday, Oct 4, 2019","SABLEFISH",232,"","","",117,"","","","","","","",""
"BCSI-2019125-T02-NA-001","Friday, Oct 4, 2019","LIONS MANE",510,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T03-118-001","Friday, Oct 4, 2019","SOCKEYE",194,"","","",77,"SE-1-C11","","","","","W","BLOOD 365",""
"BCSI-2019125-T03-NA-001","Friday, Oct 4, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-002","Friday, Oct 4, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-003","Friday, Oct 4, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-004","Friday, Oct 4, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-005","Friday, Oct 4, 2019","OPALESCENT SQUID",18,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-006","Friday, Oct 4, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-007","Friday, Oct 4, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-008","Friday, Oct 4, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-009","Friday, Oct 4, 2019","OPALESCENT SQUID",38,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-010","Friday, Oct 4, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-011","Friday, Oct 4, 2019","OPALESCENT SQUID",18,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-012","Friday, Oct 4, 2019","OPALESCENT SQUID",16,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-013","Friday, Oct 4, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-014","Friday, Oct 4, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-015","Friday, Oct 4, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-016","Friday, Oct 4, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-017","Friday, Oct 4, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-018","Friday, Oct 4, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-019","Friday, Oct 4, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-020","Friday, Oct 4, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-021","Friday, Oct 4, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-022","Friday, Oct 4, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-023","Friday, Oct 4, 2019","OPALESCENT SQUID",18,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-024","Friday, Oct 4, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-025","Friday, Oct 4, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-026","Friday, Oct 4, 2019","OPALESCENT SQUID",29,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-027","Friday, Oct 4, 2019","OPALESCENT SQUID",16,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-028","Friday, Oct 4, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-029","Friday, Oct 4, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-030","Friday, Oct 4, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-T03-NA-001","Friday, Oct 4, 2019","SABLEFISH",221,"","","",100,"","","","","","","",""
"BCSI-2019125-T03-108-001","Friday, Oct 4, 2019","PINK",200,"","","",82,"PK-1-H7","","","","","","",""
"BCSI-2019125-T03-108-002","Friday, Oct 4, 2019","PINK",207,"","","",97,"PK-1-H8","","","","","","",""
"BCSI-2019125-T03-NA-001","Friday, Oct 4, 2019","MOON JELLY",320,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T03-NA-002","Friday, Oct 4, 2019","MOON JELLY",210,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T04-NA-001","Friday, Oct 4, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-002","Friday, Oct 4, 2019","OPALESCENT SQUID",34,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-003","Friday, Oct 4, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-004","Friday, Oct 4, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-005","Friday, Oct 4, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-006","Friday, Oct 4, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-007","Friday, Oct 4, 2019","OPALESCENT SQUID",29,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-008","Friday, Oct 4, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-009","Friday, Oct 4, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-010","Friday, Oct 4, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-011","Friday, Oct 4, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-012","Friday, Oct 4, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-013","Friday, Oct 4, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-014","Friday, Oct 4, 2019","OPALESCENT SQUID",15,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-015","Friday, Oct 4, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-016","Friday, Oct 4, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-017","Friday, Oct 4, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-018","Friday, Oct 4, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-019","Friday, Oct 4, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-020","Friday, Oct 4, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-T04-NA-021","Friday, Oct 4, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-001","Friday, Oct 4, 2019","OPALESCENT SQUID",55,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-002","Friday, Oct 4, 2019","OPALESCENT SQUID",65,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-003","Friday, Oct 4, 2019","OPALESCENT SQUID",62,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-004","Friday, Oct 4, 2019","OPALESCENT SQUID",65,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-005","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-006","Friday, Oct 4, 2019","OPALESCENT SQUID",62,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-007","Friday, Oct 4, 2019","OPALESCENT SQUID",55,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-008","Friday, Oct 4, 2019","OPALESCENT SQUID",65,"","","",NA,"","","","","","W","",""
